"CUT","SEQ","BUNDLE","BUNDLEX","BUNCUT","STYLE","COLOR","ROOMNUMBER","WEIGHT","WIDTH","SIZE","QUANTITY","FIRSTTK","LASTTK","SHADE","STATUS","BUNDPRINTE","BOXDATE","BOX","FWIDTH","FLENGTH","ADFABRIC","FORMULA1","XTRA1","XTRA2","RS","FULLN","PNL","RTN","RPT","OC","cut.dbc","","","","","","",""
"108732","1","1892","NaN","5","SPREAD","BLACK","","NaN","","ALL","130","2869","2869","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1893","NaN","1","CSLG06","BLACK","","NaN","","S","11","2870","2883","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1894","NaN","2","CSLG06","BLACK","","NaN","","S","11","2884","2897","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1895","NaN","3","CSLG06","BLACK","","NaN","","S","11","2898","2911","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1896","NaN","4","CSLG06","BLACK","","NaN","","S","11","2912","2925","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1897","NaN","5","CSLG06","BLACK","","NaN","","S","11","2926","2939","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1898","NaN","6","CSLG06","BLACK","","NaN","","S","11","2940","2953","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1899","NaN","7","CSLG06","BLACK","","NaN","","SA","11","2954","2967","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1900","NaN","8","CSLG06","BLACK","","NaN","","SA","11","2968","2981","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1901","NaN","9","CSLG06","BLACK","","NaN","","SA","11","2982","2995","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1902","NaN","10","CSLG06","BLACK","","NaN","","SA","11","2996","3009","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1903","NaN","11","CSLG06","BLACK","","NaN","","SA","11","3010","3023","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1904","NaN","12","CSLG06","BLACK","","NaN","","SA","11","3024","3037","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1905","NaN","13","CSLG06","BLACK","","NaN","","SB","11","3038","3051","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1906","NaN","14","CSLG06","BLACK","","NaN","","SB","11","3052","3065","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1907","NaN","15","CSLG06","BLACK","","NaN","","SB","11","3066","3079","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1908","NaN","16","CSLG06","BLACK","","NaN","","SB","11","3080","3093","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1909","NaN","17","CSLG06","BLACK","","NaN","","SB","11","3094","3107","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1910","NaN","18","CSLG06","BLACK","","NaN","","SB","11","3108","3121","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1911","NaN","19","CSLG06","BLACK","","NaN","","SC","11","3122","3135","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1912","NaN","20","CSLG06","BLACK","","NaN","","SC","11","3136","3149","2","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1913","NaN","21","CSLG06","BLACK","","NaN","","SC","11","3150","3163","3","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1914","NaN","22","CSLG06","BLACK","","NaN","","SC","11","3164","3177","4","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1915","NaN","23","CSLG06","BLACK","","NaN","","SC","11","3178","3191","5","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1916","NaN","24","CSLG06","BLACK","","NaN","","SC","11","3192","3205","6","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
"108732","2","1917","NaN","25","CSLG06","BLACK","","NaN","","SD","11","3206","3219","1","","","","","","NaN","","","","","NaN","NaN","NaN","NaN","NaN","NaN","","","","","","","",""
